text,intent
SDN. ,company
BHD. ,company
NO: ,address
1-1&2 ,address
GROUND ,address
FLOOR ,address
JLN ,address
TEMENGGUNG ,address
13/9 ,address
43200 ,address
CHERAS ,address
31-03-2018 ,date
65.55 ,total
31-03-2018 ,date
65.55 ,total
GERBANG ,company
ALAF ,company
RESTAURANTS ,company
SDN ,company
BHD ,company
LEVEL ,address
6 ,address
BANGUNAN ,address
TH ,address
DAMANSARA ,address
UPTOWN3 ,address
NO.3 ,address
JALAN ,address
SS21/39 ,address
47400 ,address
PETALING ,address
JAYA ,address
SELANGOR ,address
18/03/2018 ,date
13.10 ,total
13.10 ,total
HAPPY ,company
SNACKS ,company
19 ,address
& ,address
19A ,address
JALAN ,address
MERANTI ,address
2A ,address
SEKSYEI ,address
BANDAR ,address
BARU ,address
BATANG ,address
KALI ,address
44300 ,address
20/03/2018 ,date
26.82 ,total
26.82 ,total
SWC ,company
SDN ,company
BHD ,company
5-7 ,address
JALAN ,address
MAHAGONI ,address
7/1 ,address
SEKSYEN ,address
4 ,address
BANDAR ,address
UTAMA ,address
44300 ,address
BATANG ,address
KALI ,address
SELANGOR ,address
28/03/2018 ,date
4 ,address
30.00 ,total
30.00 ,total
28/03/2018 ,date
L ,company
TWO ,company
FLORIST ,company
& ,company
HANDICRAFT ,company
NO.49 ,address
JALAN ,address
MAHAGONI ,address
7/2 ,address
SEKSYEN ,address
4 ,address
BANDAR ,address
UTAMA ,address
44300 ,address
BATANG ,address
KALI ,address
SELANGOR. ,address
9.00 ,total
9.00 ,total
21/03/2018 ,date
WATSON'S ,company
PERSONAL ,company
CARE ,company
STORES ,company
SDN ,company
BHD ,company
USJ ,address
SUMMIT ,address
SUBANG ,address
(SS) ,address
RM41.45 ,total
25032018 ,date
POPULAR ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
8 ,address
JALAN ,address
TAN ,address
56000 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
KSL ,address
CITY ,address
06/02/18 ,date
14.65 ,total
POPULAR ,company
KHE ,company
ELECTRICAL ,company
TRADING ,company
33-G ,address
JALAN ,address
3/1 ,address
TAMAN ,address
LEMBAH ,address
MAJU ,address
CHERAS ,address
56100 ,address
KL ,address
22/03/2018 ,date
101.75 ,total
101.75 ,total
ALAF ,company
RESTAURANTS ,company
SDN ,company
BHD ,company
BHD ,company
LEVEL ,address
6 ,address
BANGUNAN ,address
TH ,address
DAMANSARA ,address
UPTOWN3 ,address
NO.3 ,address
JALAN ,address
SS21/39 ,address
47400 ,address
PETALING ,address
JAYA ,address
SELANGOR ,address
02/03/2018 ,date
28.50 ,total
28.50 ,total
TK ,company
DIVISION ,company
KITCHEN ,company
SDN ,company
BHD ,company
JALAN ,address
MALINJA ,address
2 ,address
TAMAN ,address
BUNGA ,address
RAYA ,address
53100 ,address
SETAPAK ,address
KUALA ,address
17/1/2018 ,date
RM ,total
29.70 ,total
RM ,total
RM ,total
29.70 ,total
RM ,total
RM ,total
29.70 ,total
RM ,total
RM ,total
CITY ,address
GOLDEN ,company
SCOOP ,company
SDN ,company
BHD ,company
TOWER ,address
A ,address
NORTHPOINT ,address
OFFICE ,address
MID ,address
VALLEY ,address
CITY ,address
NO1 ,address
MEDAN ,address
SYED ,address
PUTRA ,address
UTARA ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
16/02/2018 ,date
21.50 ,total
21.50 ,total
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P. ,address
T. ,address
2811 ,address
JALAN ,address
ANGSA ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
1934-LAMAN ,address
RIMBUNAN ,address
03-02-18 ,date
3.70 ,total
FUN ,company
N ,company
CHEER ,company
(MALURI) ,company
LOT ,address
37636 ,address
JALAN ,address
6/37A ,address
TAMAN ,address
BUKIT ,address
MALURI ,address
52100 ,address
KUALA ,address
LUMPUR ,address
05/01/2018 ,date
29.80 ,total
29.80 ,total
TEALIVE ,company
CT281 ,company
- ,company
TEALIVE ,company
SHELL ,address
KEPONG ,address
OTTOGO ,company
ENTERPRISE ,company
SHELL ,address
STATION ,address
PT15944 ,address
MUKIM ,address
BATU ,address
JLN ,address
BESAR ,address
KEPONG ,address
21/01/2018 ,date
RM8.60 ,total
RM8.60 ,total
TEALIVE ,company
NADEJE ,company
PRESTIGE ,company
SDN ,company
BHD ,company
LOT ,address
. ,address
: ,address
G1 ,address
. ,address
116A ,address
GROUND ,address
FLOOR ,address
SUNWAY ,address
PYRAMID ,address
. ,address
JALAN ,address
PJS ,address
11/15 ,address
BANDAR ,address
SUNWAY ,address
47500 ,address
PETALING ,address
. ,address
: ,address
: ,address
: ,address
2018/02/22 ,date
: ,address
: ,address
RM39.00 ,total
: ,address
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P. ,address
T. ,address
2811 ,address
JALAN ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
1181-TMN ,address
SRI ,address
SINAR ,address
17-02-18 ,date
213.00 ,total
213.00 ,total
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P. ,address
T. ,address
2811 ,address
JALAN ,address
ANGSA ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
1362-JLN ,address
DEVELOPMENT ,address
17-02-18 ,date
108.50 ,total
SUNFISH ,company
22 ,address
LRG ,address
PERUSAHAAN ,address
4 ,address
KIMPAL ,address
INDS.PARK ,address
28.70 ,total
05/01/2018 ,date
MR ,company
. ,company
DAKGALBI ,company
SOLARIS ,address
. ,company
. ,company
SOHO ,address
KI ,address
SOLARIS ,address
MONT ,address
KIERA ,address
50 ,address
480 ,address
KL ,address
. ,company
2018-01-05 ,date
71.00 ,total
71.00 ,total
71.00 ,total
71.00 ,total
THE ,company
STORE ,company
(MALAYSIA) ,company
SDN ,company
BHD ,company
LOT ,address
34817 ,address
JALAN ,address
BATU ,address
AMBAR ,address
TAMAN ,address
KOK ,address
LIAN ,address
51200 ,address
KUALA ,address
LUMPUR ,address
14-01-2018 ,date
35.80 ,total
35.80 ,total
THE ,company
STORE ,company
THE ,company
STORE ,company
LITTLE ,company
CRAVINGS ,company
SDN ,company
BHD ,company
HQ: ,address
7 ,address
JLN ,address
SS21/34 ,address
47400 ,address
PJ ,address
18-03-2018 ,date
RM53.60 ,total
KING'S ,company
CONFECTIONERY ,company
S/B ,company
NO.41 ,address
JALAN ,address
SERI ,address
BINTANG ,address
2 ,address
TAMAN ,address
SRI ,address
BINTANG ,address
52100 ,address
KUALA ,address
LUMPUR. ,address
25.15 ,total
25.15 ,total
25.15 ,total
YAM ,company
FRESH ,company
NO. ,address
145G ,address
JALAN ,address
RIMBUNAN ,address
RAYA ,address
1 ,address
LAMAN ,address
RIMBUNAN ,address
KEPONG ,address
52100 ,address
KUALA ,address
LUMPUR ,address
NO. ,address
2018-03-18 ,date
1 ,address
1 ,address
1 ,address
RM29.30 ,total
FRESH ,company
ZEN ,company
AND ,company
COFFEE ,company
28 ,company
S/B ,company
NO ,address
53 ,address
JALAN ,address
3/62A ,address
BANDAR ,address
MENJALARA ,address
52200 ,address
KUALA ,address
LUMPUR. ,address
25 ,date
MAR ,date
2018 ,date
105.00 ,total
105.00 ,total
105.00 ,total
GUARDIAN ,address
HEALTH ,company
AND ,company
BEAUTY ,company
SDN ,company
BHD ,company
GUARDIAN ,address
GIANT ,address
BREM ,address
MALL ,address
G-19 ,address
LEVEL ,address
G ,address
BREM ,address
MALL ,address
G ,address
12.00 ,total
12.00 ,total
12.00 ,total
GUARDIAN ,address
AND ,company
GUARDIAN ,address
AND ,company
04/03/18 ,date
MR. ,company
D. ,company
I. ,company
Y. ,company
(KUCHAI) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
53.30 ,total
53.30 ,total
16-03-18 ,date
SEGAMBUT ,address
D-08 ,address
M ,address
AVENUE ,address
JLN ,address
1 ,address
/ ,address
38A ,address
SEGAMBUT ,address
BAHAGIA ,address
51200 ,address
KUALA ,address
LUMPUR ,address
1 ,address
1 ,address
60.60 ,total
60.60 ,total
1 ,address
/ ,address
DOMMAL ,company
FOOD ,company
SERVICES ,company
SDN ,company
BHD ,company
1 ,address
MY ,company
HAPPY ,company
PHARMACY ,company
PLT ,company
NO ,address
12 ,address
GF ,address
JALAN ,address
MAMANDA ,address
TAMAN ,address
DATO ,address
AHMAD ,address
RAZALI ,address
JALAN ,address
AMPANG ,address
68000 ,address
AMPANG ,address
SELANGOR. ,address
NO ,address
01/02/2018 ,date
20.50 ,total
20.50 ,total
20.50 ,total
20.50 ,total
POPULAR ,company
BOOK ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
8 ,address
JALAN ,address
7/118B ,address
DESA ,address
TUN ,address
RAZAK ,address
56000 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
AMPANG ,address
POINT ,address
CENTRE ,address
11/02/18 ,date
11.80 ,total
POPULAR ,company
POPULAR ,company
KEDAI ,company
PAPAN ,company
YEW ,company
CHUAN ,company
LOT ,address
276 ,address
JALAN ,address
BANTING ,address
43800 ,address
DENGKIL ,address
SELANGOR. ,address
JALAN ,address
43800 ,address
DENGKIL ,address
28/02/2018 ,date
101.76 ,total
101.76 ,total
101.76 ,total
KEDAI ,company
PAPAN ,company
YEW ,company
CHUAN ,company
LOT ,address
276 ,address
JALAN ,address
BANTING ,address
43800 ,address
DENGKIL ,address
SELANGOR. ,address
JALAN ,address
43800 ,address
DENGKIL ,address
06/03/2018 ,date
127.20 ,total
127.20 ,total
127.20 ,total
KEDAI ,company
PAPAN ,company
YEW ,company
CHUAN ,company
LOT ,address
276 ,address
JALAN ,address
BANTING ,address
43800 ,address
DENGKIL ,address
SELANGOR. ,address
JALAN ,address
43800 ,address
DENGKIL ,address
31/03/2018 ,date
174.90 ,total
174.90 ,total
174.90 ,total
174.90 ,total
KEDAI ,company
PAPAN ,company
YEW ,company
CHUAN ,company
LOT ,address
276 ,address
JALAN ,address
BANTING ,address
43800 ,address
DENGKIL ,address
SELANGOR. ,address
JALAN ,address
43800 ,address
DENGKIL ,address
17/03/2018 ,date
174.90 ,total
174.90 ,total
174.90 ,total
BHPETROL ,company
SUBANG ,address
AIRPORT ,company
JALAN ,address
LAPANGAN ,address
TERBANG ,address
SUBANG ,address
47200 ,address
SUBANG ,address
SELANGOR ,address
18-01-2018 ,date
41.95 ,total
41.95 ,total
41.95 ,total
41.95 ,total
BHPETROL ,company
PALEKBANG ,address
LOT ,address
1626 ,address
MUKIM ,address
KAMPUNG ,address
LAUT ,address
TUMPAT ,address
16200 ,address
PALEKBANG ,address
KELANTAN ,address
24-03-2018 ,date
6.00 ,total
6.00 ,total
BILLION ,company
SIX ,company
ENTERPRISE ,company
NO ,address
3 ,address
JALAN ,address
TAMAN ,address
JAS'A ,address
2; ,address
SECTION ,address
U6 ,address
40150 ,address
SHAH ,address
ALAM. ,address
NO ,address
22/02/2018 ,date
63.80 ,total
63.80 ,total
63.80 ,total
63.80 ,total
3 ,address
SLF ,company
CASH ,company
& ,company
CARRY ,company
NO. ,address
SUBANG ,address
OFF ,address
JLN ,address
BT ,address
3 ,address
SUBANG. ,address
40000 ,address
SHAH ,address
ALAM. ,address
SEL. ,address
CASH ,company
03/02/2018 ,date
21.20 ,total
21.20 ,total
21.20 ,total
21.20 ,total
CASH ,company
SLF ,company
CASH ,company
& ,company
CARRY ,company
NO.15 ,address
JLN ,address
TSJ2 ,address
TMN ,address
SUBANG ,address
JASA ,address
OFF ,address
JLN ,address
BT ,address
3 ,address
SUBANG ,address
40000 ,address
SHAH ,address
ALAM ,address
SEL. ,address
CASH ,company
02/02/2018 ,date
48.00 ,total
CASH ,company
48.00 ,total
SUPER ,company
SEVEN ,company
CASH ,company
& ,company
CARRY ,company
SDN ,company
BHD ,company
SUPER ,company
NO. ,address
1 ,address
JALAN ,address
EURO ,address
1 ,address
OFF ,address
JALAN ,address
BATU ,address
TIGA ,address
SUNGAI ,address
BULOH ,address
SEKSYEN ,address
U3 ,address
SHAH ,address
ALAM ,address
40150 ,address
12-02-2018 ,date
RM367.10 ,total
RM367.10 ,total
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P.T. ,address
2811 ,address
JALAN ,address
ANGSA ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
07-02-18 ,date
45.35 ,total
45.35 ,total
URBAN ,company
IDEA ,company
SDN ,company
BHD ,company
A-G-06 ,address
DATARAN ,address
GLOMAC ,address
JALAN ,address
SS6/5A ,address
PUSAT ,address
BANDAR ,address
KELANA ,address
JAYA ,address
47301 ,address
PETALING ,address
JAYA ,address
SELANGOR ,address
MALAYSIA ,address
27/02/2018 ,date
RM22.65 ,total
PANDAN ,address
INDAH ,address
KMF ,company
FOODICIOUS ,company
SDN ,company
BHD ,company
NO. ,address
9-G ,address
JALAN ,address
PERUBATAN ,address
2 ,address
PANDAN ,address
INDAH ,address
55100 ,address
KUALA ,address
LUMPUR. ,address
09-04-2018 ,date
2 ,address
31.00 ,total
09-04-2018 ,date
31.00 ,total
YONG ,company
CEN ,company
ENTERPRISE ,company
9 ,address
JALAN ,address
SUBANG ,address
JASA ,address
3 ,address
40150 ,address
ALAM ,address
SELANGOR. ,address
02/03/2018 ,date
63.35 ,total
63.35 ,total
MR. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
71.90 ,total
02-03-18 ,date
ENW ,company
HARDWARE ,company
CENTRE ,company
(M) ,company
NO: ,address
G3 ,address
BLK ,address
G ,address
PJU ,address
1A/3 ,address
ARA ,address
DAMANSARA ,address
47301 ,address
PETALING ,address
JAYA ,address
SELANGOR ,address
DARUL ,address
EHSAN. ,address
10/03/2018 ,date
34.00 ,total
34.00 ,total
ENW ,company
HARDWARE ,company
CENTRE ,company
(M) ,company
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
38.80 ,total
POPULAR ,company
BOOK ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
JALAN ,address
7/118B ,address
DESA ,address
TUN ,address
RAZAK ,address
56000 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
01/03/18 ,date
4.00 ,total
POPULAR ,company
AEON ,address
CO. ,company
(M) ,company
BHD. ,company
3RD ,address
FLR ,address
AEON ,address
TAMAN ,address
MALURI ,address
SC ,address
JLN ,address
JEJAKA ,address
TAMAN ,address
MALURI ,address
CHERAS ,address
55100 ,address
KUALA ,address
LUMPUR ,address
88.95 ,total
28/02/2018 ,date
AEON ,address
AEON ,address
CO. ,company
(M) ,company
BHD ,company
3RD ,address
FLR ,address
AEON ,address
TAMAN ,address
MALURI ,address
SC ,address
JLN ,address
JEJAKA ,address
TAMAN ,address
MALURI ,address
CHERAS ,address
55100 ,address
KUALA ,address
LUMPUR ,address
31.00 ,total
31.00 ,total
31.00 ,total
09/03/2018 ,date
AEON ,address
POPULAR ,company
BOOK ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
8 ,address
JALAN ,address
7/118B ,address
DESA ,address
TUN ,address
RAZAK ,address
56000 ,address
KUALA ,address
LUMPUR ,address
11/03/18 ,date
5.75 ,total
5.75 ,total
POPULAR ,company
AEON ,address
CO. ,company
(M) ,company
BHD ,company
3RD ,address
FLR ,address
AEON ,address
TAMAN ,address
MALURI ,address
SC ,address
JLN ,address
JEJAKA ,address
TAMAN ,address
MALURI ,address
CHERAS ,address
55100 ,address
KUALA ,address
LUMPUR ,address
42.50 ,total
12/03/2018 ,date
AEON ,address
MR. ,company
D.I.Y. ,company
(KUCHAI) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
45.00 ,total
45.00 ,total
45.00 ,total
12-03-18 ,date
TSH ,company
POWER ,company
HARDWARE ,company
TRADING ,company
13-1 ,address
JALAN ,address
PJU ,address
5/10 ,address
DATARAN ,address
SUNWAY ,address
KOTA ,address
DAMANSARA ,address
47810 ,address
PETALING ,address
JAYA ,address
SELANGOR ,address
10/10/2017 ,date
8.00 ,total
8.00 ,total
8.00 ,total
8.00 ,total
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
42.90 ,total
17-03-18 ,date
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
10.60 ,total
10.60 ,total
18-03-18 ,date
BAIFU ,company
(M) ,company
SDN ,company
BHD ,company
DAISO ,address
JAPAN ,address
IOI ,address
MALL ,address
20/03/2018 ,date
35.40 ,total
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
28.00 ,total
26-03-18 ,date
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
50.80 ,total
25-03-18 ,date
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
26.10 ,total
23-03-18 ,date
GOLDEN ,company
KEY ,company
MAKER ,company
NO ,address
5 ,address
JALAN ,address
KENARI ,address
2 ,address
BANDAR ,address
PUCHONG ,address
JAYA ,address
47100 ,address
PUCHONG ,address
SELANGOR ,address
NO ,address
24-MAR-2018 ,date
KEY ,company
2 ,address
KEY ,company
5 ,address
21.00 ,total
21.00 ,total
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
14.90 ,total
24-03-18 ,date
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
12.30 ,total
24-03-18 ,date
PARADIGM ,address
MALL ,address
ELITETRAX ,company
MARKETING ,company
SDN ,company
BHD ,company
LOT ,address
1F-01&02 ,address
1ST ,address
FLR ,address
PARADIGM ,address
MALL ,address
NO. ,address
1 ,address
JALAN ,address
SS ,address
7/26A ,address
KELANA ,address
JAYA ,address
47301 ,address
PETALING ,address
JAYA ,address
60.00 ,total
60.00 ,total
60.00 ,total
60.00 ,total
11.02.18 ,date
KAISON ,company
FURNISHING ,company
SDN ,company
BHD ,company
L4-17 ,address
(B) ,address
LEVEL ,address
4 ,address
UP2-01 ,address
MELAWATI ,address
MALL ,address
355 ,address
JALAN ,address
BANDAR ,address
MELAWATI ,address
PUSAT ,address
BANDAR ,address
MELAWATI ,address
53100 ,address
KUALA ,address
LUMPUR. ,address
29-01-18 ,date
LEE ,address
WAH ,company
FLORIST ,company
SDN ,company
BHD ,company
129 ,address
JALAN ,address
TUN ,address
H.S ,address
LEE ,address
50000 ,address
KUALA ,address
LUMPUR. ,address
02/02/2018 ,date
374.20 ,total
ADVANCO ,company
COMPANY ,company
COMPANY ,company
NO ,address
1&3 ,address
JALAN ,address
WANGSA ,address
DELIMA ,address
12 ,address
WANGSA ,address
LINK ,address
WANGSA ,address
MAJU ,address
53300 ,address
KUALA ,address
LUMPUR ,address
17/01/2018 ,date
29.00 ,total
29.00 ,total
29.00 ,total
29.00 ,total
29.00 ,total
29.00 ,total
ADVANCO ,company
COMPANY ,company
COMPANY ,company
NO ,address
1&3 ,address
JALAN ,address
WANGSA ,address
DELIMA ,address
12 ,address
WANGSA ,address
LINK ,address
WANGSA ,address
MAJU ,address
53300 ,address
KUALA ,address
LUMPUR ,address
28/02/2018 ,date
10.45 ,total
SINNATHAMBY ,company
HOLDINGS ,company
SDN. ,company
BHD. ,company
NO.17 ,address
18 ,address
& ,address
41 ,address
JALAN ,address
BESAR ,address
39100 ,address
BRINCHANG ,address
CAMERON ,address
HIGHLANDS ,address
PAHANG ,address
06/02/2018 ,date
13.50 ,total
13.50 ,total
13.50 ,total
13.50 ,total
13.50 ,total
SINNATHAMBY ,company
HOLDINGS ,company
SDN. ,company
BHD. ,company
NO.17 ,address
18 ,address
& ,address
41 ,address
JALAN ,address
BESAR ,address
39100 ,address
BRINCHANG ,address
CAMERON ,address
HIGHLANDS ,address
PAHANG ,address
06/02/2018 ,date
109.70 ,total
109.70 ,total
109.70 ,total
ADVANCO ,company
COMPANY ,company
COMPANY ,company
NO ,address
1&3 ,address
JALAN ,address
WANGSA ,address
DELIMA ,address
12 ,address
WANGSA ,address
LINK ,address
WANGSA ,address
MAJU ,address
53300 ,address
KUALA ,address
LUMPUR ,address
17/01/2018 ,date
7.00 ,total
7.00 ,total
7.00 ,total
7.00 ,total
IKANO ,company
HANDEL ,company
SDN ,company
BHD ,company
NO ,address
2A ,address
JALAN ,address
COCHRANE ,address
TAMAN ,address
MALURI ,address
55100 ,address
KUALA ,address
LUMPUR ,address
25/04/18 ,date
22.00 ,total
22.00 ,total
22.00 ,total
22.00 ,total
TRENDYMAX ,company
(M) ,company
SDN. ,company
BHD. ,company
P6 ,address
BLOCK ,address
C ,address
GM ,address
KLANG ,address
WHOLESALE ,address
CITY ,address
JALAN ,address
KASUARINA ,address
1 ,address
41200 ,address
KLANG ,address
SELANGOR ,address
D.E. ,address
15/01/2018 ,date
1 ,address
1 ,address
329.10 ,total
329.10 ,total
329.10 ,total
329.10 ,total
329.10 ,total
PRINT ,company
EXPERT ,company
SDN ,company
BHD ,company
NO ,address
18 ,address
20 ,address
22 ,address
JALAN ,address
BUNGA ,address
TANJONG ,address
2/16 ,address
40000 ,address
SHAH ,address
ALAM ,address
SELANGOR ,address
12/01/2018 ,date
100.00 ,total
PRINT ,company
EXPERT ,company
SDN ,company
BHD ,company
NO ,address
18 ,address
20 ,address
22 ,address
JALAN ,address
BUNGA ,address
TANJONG ,address
2/16 ,address
40000 ,address
SHAH ,address
ALAM ,address
SELANGOR ,address
12/01/2018 ,date
4.25 ,total
POPULAR ,company
BOOK ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
8 ,address
JALAN ,address
7/118B ,address
DESA ,address
TUN ,address
RAZAK ,address
56000 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
24/01/18 ,date
NO ,address
30.10 ,total
POPULAR ,company
POPULAR ,company
BOOK ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
8 ,address
JALAN ,address
7/118B ,address
DESA ,address
TUN ,address
RAZAK ,address
56000 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
27/02/18 ,date
NO ,address
41.00 ,total
POPULAR ,company
POPULAR ,company
BOOK ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
8 ,address
JALAN ,address
7/118B ,address
DESA ,address
TUN ,address
RAZAK ,address
56000 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
05/03/18 ,date
NO ,address
9.90 ,total
POPULAR ,company
BOON ,company
SENG ,company
PAPER ,company
SDN ,company
BHD ,company
12 ,address
JALAN ,address
BUNGA ,address
TANJUNG ,address
2/16 ,address
SEKSYEN ,address
2 ,address
40000 ,address
SHAH ,address
ALAM ,address
SELANGOR ,address
12 ,address
31.80 ,total
31.80 ,total
31.80 ,total
12 ,address
19/03/2018 ,date
RELAIS ,company
TOTAL ,company
OULMES ,company
AUTOROUTE ,address
RABAT ,address
MEKNES ,address
15000 ,address
KHEMISSET ,address
30/03/2018 ,date
TOTAL ,company
TOTAL ,company
56.00 ,total
56.00 ,total
TONYMOLY ,company
VIVA ,company
CITY ,company
UNIT ,address
L1-044B ,address
VIVACITY ,address
MEGAMALL ,address
JALAN ,address
WAN ,address
ALWI ,address
93350 ,address
KUCHING ,address
SARAWAK. ,address
29/03/2018 ,date
100.60 ,total
100.60 ,total
TONYMOLY ,company
VIVA ,company
CITY ,company
UNIT ,address
L1-044B ,address
VIVACITY ,address
MEGAMALL ,address
JALAN ,address
WAN ,address
ALWI ,address
93350 ,address
KUCHING ,address
SARAWAK. ,address
29/03/2018 ,date
39.90 ,total
39.90 ,total
39.90 ,total
39.90 ,total
39.90 ,total
TONYMOLY ,company
VIVA ,company
CITY ,company
UNIT ,address
L1-044B ,address
VIVACITY ,address
MEGAMALL ,address
JALAN ,address
WAN ,address
ALWI ,address
93350 ,address
KUCHING ,address
SARAWAK. ,address
29/03/2018 ,date
48.95 ,total
48.95 ,total
ANZEL ,company
ADVERTISING ,company
(M) ,company
SDN ,company
BHD ,company
UNIT ,address
G-5B ,address
GROUND ,address
FLOOR ,address
WISMA ,address
UOA ,address
II ,address
NO ,address
21 ,address
JALAN ,address
PINANG ,address
50450 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
7.40 ,total
21 ,address
21/03/2018 ,date
ANZEL ,company
ADVERTISING ,company
(M) ,company
SDN ,company
BHD ,company
UNIT ,address
G-5B ,address
GROUND ,address
FLOOR ,address
WISMA ,address
UOA ,address
II ,address
NO ,address
21 ,address
JALAN ,address
PINANG ,address
50450 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
8.50 ,total
27/03/2018 ,date
MR. ,company
D.I.Y. ,company
(KUCHAI) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
119.70 ,total
15-03-18 ,date
PREMIO ,company
PREMIO ,company
STATIONERY ,company
SDN ,company
BHD ,company
F-G-01 ,address
JALAN ,address
SS ,address
6/5B ,address
DATARAN ,address
GLOMAC. ,address
