text,intent
53200  KUALA LUMPUR    ,address
2.12    ,total
2.12    ,total
2.12    ,total
2.12    ,total
2.12    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290  JALAN AIR PANAS     ,address
SETAPAK     ,address
53200  KUALA LUMPUR    ,address
6.36    ,total
6.36    ,total
6.36    ,total
6.36    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290  JALAN AIR PANAS     ,address
SETAPAK     ,address
53200  KUALA LUMPUR    ,address
21.20    ,total
21.20    ,total
21.20    ,total
21.20    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290  JALAN AIR PANAS     ,address
SETAPAK     ,address
53200  KUALA LUMPUR    ,address
12.72    ,total
12.72    ,total
12.72    ,total
12.72    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290  JALAN AIR PANAS.    ,address
53200  KUALA LUMPUR.    ,address
02/01/2018    ,date
39.75    ,total
39.75    ,total
39.75    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290. JALAN AIR PANAS.    ,address
5.30    ,total
5.30    ,total
5.30    ,total
5.30    ,total
5.30    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290. JALAN AIR PANAS.    ,address
270.30    ,total
270.30    ,total
270.30    ,total
270.30    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290  JALAN AIR PANAS     ,address
SETAPAK     ,address
53200  KUALA LUMPUR.    ,address
60.95    ,total
60.95    ,total
60.95    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290  JALAN AIR PANAS     ,address
53200  KUALA LUMPUR     ,address
7.95    ,total
7.95    ,total
7.95    ,total
7.95    ,total
7.95    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290  JALAN AIR PANAS.    ,address
SETAPAK     ,address
53200  KUALA LUMPUR.    ,address
82.68    ,total
82.68    ,total
82.68    ,total
SYARIKAT PERNIAGAAN GIN KEE    ,company
NO 290. JALAN AIR PANAS.    ,address
53200  KUALA LUMPUR.    ,address
74.20    ,total
74.20    ,total
74.20    ,total
BEYOND BROTHERS HARDWARE    ,company
LOT 1-0-2  JLN 1/50.    ,address
DIAMOND SQUARE.    ,address
OFF JLN GOMBAK    ,address
53000 KUALA LUMPUR    ,address
63.60    ,total
63.60    ,total
63.60    ,total
RESTORAN IBRAHIM MAJU SB    ,company
NO.2  GROUND FLOOR  JALAN REKO SENTRAL 8    ,address
TAMAN REKO SENTRAL  43000 KAJANG    ,address
SELANGOR DE    ,address
5.30    ,total
5.30    ,total
19/03/2018 03:44:03 PM    ,date
FARMASI MALURI S/B (587969-U)    ,company
23  JIN BURUNG JENTAYU  TMN BUKIT    ,address
MALURI  KEPONG  52100 KL.    ,address
02/03/18 05:16 PM    ,date
79.35    ,total
79.35    ,total
ASO ELECTRICAL TRADING SDN BHD    ,company
NO 31G  JALAN SEPADU C 25/C     ,address
SECTION 25  TAMAN INDUSTRIES     ,address
AXIS 40400 SHAH ALAM  SELANGOR.    ,address
248.05    ,total
248.05    ,total
TRI SHAAS SDN BHD (728515-M)    ,company
4-20  JALAN RIA 25/62 TAMAN SRI MUDA    ,address
SEKSYEN 25  40400 SHAH ALAM SELANGOR    ,address
21.40    ,total
21.40    ,total
ASO ELECTRICAL TRADING SDN BHD    ,company
NO 31G  JALAN SEPADU C 25/C.    ,address
SECTION 25  TAMAN IDUSTRIES.    ,address
AXIS 40400 SHAH ALAM  SELANGOR    ,address
99.00    ,total
99.00    ,total
RESTORAN WAN SHENG    ,company
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
6.00    ,total
6.00    ,total
6.00    ,total
RESTORAN WAN SHENG    ,company
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
9.10    ,total
9.10    ,total
9.10    ,total
RESTORAN WAN SHENG    ,company
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
4.80    ,total
4.80    ,total
4.80    ,total
RESTORAN WAN SHENG    ,company
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
6.70    ,total
6.70    ,total
6.70    ,total
RESTORAN WAN SHENG    ,company
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
9.60    ,total
9.60    ,total
9.60    ,total
RESTORAN WAN SHENG    ,company
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
7.00    ,total
7.00    ,total
7.00    ,total
RESTORAN WAN SHENG    ,company
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
2.30    ,total
2.30    ,total
2.30    ,total
NO.2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
6.00    ,total
6.00    ,total
6.00    ,total
GERBANG ALAF RESTAURANTS SDN BHD    ,company
LEVEL 6  BANGUNAN TH  DAMANSARA UPTOWN3    ,address
NO.3  JALAN SS21/39  47400 PETALING JAYA    ,address
SELANGOR    ,address
25.40    ,total
25.40    ,total
GERBANG ALAF RESTAURANTS SDN BHD    ,company
LEVEL 6  BANGUNAN TH  DAMANSARA UPTOWN3    ,address
NO.3  JALAN SS21/39  47400 PETALING JAYA    ,address
8.50    ,total
8.50    ,total
PAPPARICH BMC    ,company
JALAN TEMENGGUNG 23/9    ,address
BANDAR MAHKOTA CHERAS    ,address
43200 SELANGOR DARUL EHSAN  MALAYSIA    ,address
24 MAR 18 09:12:41 PM    ,date
72.93    ,total
MIZU MENTAI SDN. BHD. (1248446-V)    ,company
NO: 1-1&2 GROUND FLOOR     ,address
JLN TEMENGGUNG 13/9     ,address
43200 CHERAS SELANGOR.    ,address
65.55    ,total
31-03-2018    ,date
65.55    ,total
GERBANG ALAF RESTAURANTS SDN BHD    ,company
LEVEL 6  BANGUNAN TH  DAMANSARA UPTOWN3    ,address
NO.3  JALAN SS21/39  47400 PETALING JAYA    ,address
SELANGOR    ,address
13.10    ,total
13.10    ,total
HAPPY SNACKS ENTYERPRISE    ,company
19 & 19A  JALAN MERANTI 2A  SEKSYEI    ,address
BANDAR BARU BATANG KALI  44300    ,address
26.82    ,total
26.82    ,total
SWC ENTERORISE SDN BHD    ,company
5-7  JALAN MAHAGONI 7/1    ,address
SEKSYEN 4  BANDAR UTAMA  44300    ,address
BATANG KALI  SELANGOR    ,address
28/03/2018    ,date
30.00    ,total
30.00    ,total
28/03/2018    ,date
L TWO FLORIST & HANDICRAFT    ,company
NO.49  JALAN MAHAGONI 7/2     ,address
SEKSYEN 4 BANDAR UTAMA     ,address
44300 BATANG KALI  SELANGOR.    ,address
9.00    ,total
9.00    ,total
21/03/2018    ,date
WATSON'S PERSONAL CARE STORES SDN BHD    ,company
USJ SUMMIT  SUBANG (SS)    ,address
RM41.45    ,total
25032018    ,date
POPULAR BOOL    ,company
CO. (M) SDN BHD    ,company
NO 8  JALAN 7/1188  BESA TAN RAZAK    ,address
56000 KUALA LUMPUR  MALAYSIA    ,address
KSL CITY    ,address
06/02/18    ,date
14.65    ,total
KHE ELECTRICAL TRADING    ,company
33-G JALAN MAJO 3/1    ,address
TAMAN LEMBAH MAJU    ,address
CHERAS  56100 KL    ,address
101.75    ,total
101.75    ,total
LEVEL 6  BANGUNAN TH  DAMANSARA UPTOWN3    ,address
NO.3  JALAN SS21/39   47400 PETALING JAYA    ,address
SELANGOR    ,address
28.50    ,total
28.50    ,total
TK DIVISION KITCHEN SDN BHD    ,company
53100 SETAPAK  KUALA LUMPUR    ,address
RM 29.70    ,total
RM 0.00    ,total
RM 29.70    ,total
RM 0.00    ,total
RM 29.70    ,total
RM 30.00    ,total
RM 0.30    ,total
GOLDEN SCOOP SDN BHD (169609-A)    ,company
CITY  NO1  MEDAN SYED PUTRA UTARA KUALA    ,address
LUMPUR    ,address
MALAYSIA    ,address
21.50    ,total
21.50    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P. T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1934-LAMAN RIMBUNAN    ,address
03-02-18    ,date
3.70    ,total
FUN N CHEER (MALURI)    ,company
LOT 37636   JALAN 6/37A      ,address
TAMAN BUKIT MALURI      ,address
52100 KUALA LUMPUR    ,address
05/01/2018    ,date
29.80    ,total
29.80    ,total
TEALIVE    ,company
CT281 - TEALIVE SHELL KEPONG    ,company
OTTOGO ENTERPRISE    ,company
SHELL STATION PT15944  MUKIM    ,address
BATU     ,address
JLN BESAR KEPONG    ,address
21/01/2018    ,date
RM8.60    ,total
RM8.60    ,total
NADEJE PRESTIGE SDN BHD    ,company
LOT NO . : G1 . 116A   GROUND FLOOR      ,address
SUNWAY PYRAMID   NO . 3   JALAN PJS 11/15      ,address
BANDAR SUNWAY   47500 PETALING JAYA .    ,address
RM39.00    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P. T. 2811  JALAN ANGASA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1181-TMN SRI SINAR    ,address
17-02-18    ,date
213.00    ,total
213.00    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P. T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1362-JLN DEVELOPMENT    ,address
17-02-18    ,date
108.50    ,total
SUNFISH    ,company
22 LRG PERUSAHAAN 4    ,address
KIMPAL INDS.PARK B . CAVES    ,address
28.70    ,total
MR . DAKGALBI SOLARIS    ,company
480 KL    ,address
71.00 (S)    ,total
71.00    ,total
71.00    ,total
71.00    ,total
THE STORE (MALAYSIA) SDN BHD (8199K)    ,company
LOT 34817 JALAN BATU AMBAR    ,address
TAMAN KOK LIAN    ,address
51200 KUALA LUMPUR     ,address
14-01-2018 (SUN) 16:02    ,date
35.80    ,total
35.80    ,total
LITTLE CRAVINGS SDN BHD (562007-D)    ,company
HQ: 7  JLN SS21/34  47400 PJ    ,address
18-03-2018 11 : 23    ,date
RM53.60    ,total
KING'S CONFECTIONERY S/B 273500-U (KSB)    ,company
NO.41  JALAN SERI BINTANG 2    ,address
TAMAN SRI BINTANG     ,address
52100 KUALA LUMPUR.    ,address
25.15    ,total
25.15    ,total
25.15    ,total
YAM FRESH    ,company
NO. 145G  JALAN RIMBUNAN RAYA 1     ,address
LAMAN RIMBUNAN KEPONG     ,address
52100 KUALA LUMPUR    ,address
1    ,address
1    ,address
1    ,address
RM29.30    ,total
ZEN AND COFFEE 28 S/B    ,company
NO 53  JALAN 3/62A     ,address
BANDAR MENJALARA     ,address
52200 KUALA LUMPUR.    ,address
105.00    ,total
105.00    ,total
105.00    ,total
GUARDIAN HEALTH AND BEAUTY SDN BHD    ,address
GUARDIAN GIANT BREM MALL    ,address
G-19 LEVEL G    ,address
BREM MALL    ,address
12.00    ,total
12.00    ,total
12.00    ,total
GUARDIAN BRAND PRODUCTS MUST BE MADE    ,address
04/03/18    ,date
MR. D. I. Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6      ,address
KAWASAN PERINDUSTRIAN BALAKONG      ,address
43300 SERI KEMBANGAN   SELANGOR    ,address
16-03-18    ,date
D-08  M AVENUE   JLN 1 / 38A    ,address
SEGAMBUT BAHAGIA    ,address
51200 KUALA LUMPUR    ,address
1    ,address
1    ,address
60.60    ,total
1 - 300 - 888 - 333    ,address
DOMMAL FOOD SERVICES SDN BHD    ,company
1    ,address
MY HAPPY PHARMACY PLT    ,company
NO 12 GF  JALAN MAMANDA 5.    ,address
TAMAN DATO AHMAD RAZALI  JALAN AMPANG     ,address
68000 AMPANG  SELANGOR.    ,address
20.50    ,total
20.50    ,total
20.50    ,total
20.50    ,total
POPULAR BOOK    ,company
CO. (M) SDN BHD    ,company
NO 8  JALAN 7/118B  DESA TUN RAZAK    ,address
56000 KUALA LUMPUR  MALAYSIA    ,address
AMPANG POINT CENTRE    ,address
11/02/18 19 : 21    ,date
11.80    ,total
KEDAI PAPAN YEW CHUAN    ,company
LOT 276 JALAN BANTING    ,address
43800 DENGKIL  SELANGOR.    ,address
DENGKIL SELANGOR    ,address
101.76    ,total
101.76    ,total
101.76    ,total
KEDAI PAPAN YEW CHUAN    ,company
LOT 276 JALAN BANTING    ,address
43800 DENGKIL  SELANGOR.    ,address
DENGKIL SELANGOR    ,address
127.20    ,total
127.20    ,total
127.20    ,total
KEDAI PAPAN YEW CHUAN    ,company
LOT 276 JALAN BANTING    ,address
43800 DENGKIL  SELANGOR.    ,address
DENGKIL SELANGOR    ,address
174.90    ,total
174.90    ,total
174.90    ,total
174.90    ,total
KEDAI PAPAN YEW CHUAN    ,company
LOT 276 JALAN BANTING    ,address
43800 DENGKIL  SELANGOR.    ,address
DENGKIL SELANGOR    ,address
174.90    ,total
174.90    ,total
174.90    ,total
BHPETROL SUBANG AIRPORT    ,company
JALAN LAPANGAN TERBANG SUBANG    ,address
47200 SUBANG    ,address
SELANGOR    ,address
18-01-2018 15:44:46    ,date
41.95 S    ,total
41.95    ,total
41.95    ,total
41.95    ,total
BHPETROL PALEKBANG    ,company
LOT 1626  MUKIM KAMPUNG LAUT    ,address
TUMPAT    ,address
16200 PALEKBANG  KELANTAN    ,address
24-03-2018 22:02:55    ,date
6.00    ,total
6.00    ,total
BILLION SIX ENTERPRISE    ,company
NO 3  JALAN TAMAN JAS'A 2;    ,address
SECTION U6  40150 SHAH ALAM.    ,address
63.80    ,total
63.80    ,total
63.80    ,total
63.80    ,total
SLF CASH & CARRY    ,company
NO. 15.JLN TSJ2.TMN SUBANG JASA.    ,address
OFF JLN BT 3 SUBANG.    ,address
40000 SHAH ALAM. SEL.    ,address
CASH    ,company
21.20    ,total
21.20    ,total
21.20    ,total
21.20    ,total
CASH :    ,company
SLF CASH & CARRY    ,company
NO.15 JLN TSJ2 TMN SUBANG JASA     ,address
OFF JLN BT 3 SUBANG     ,address
40000 SHAH ALAM  SEL.    ,address
CASH    ,company
48.00    ,total
CASH    ,company
48.00    ,total
SUPER SEVEN CASH & CARRY SDN BHD    ,company
NO. 1 JALAN EURO 1    ,address
OFF JALAN BATU TIGA    ,address
SUNGAI BULOH SEKSYEN U3 SHAH ALAM  40150    ,address
12-02-2018    ,date
RM367.10    ,total
RM367.10    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
07-02-18    ,date
45.35    ,total
45.35    ,total
URBAN IDEA SDN BHD (417940-M)     ,company
A-G-06  DATARAN GLOMAC     ,address
JALAN SS6/5A  PUSAT BANDAR KELANA JAYA     ,address
47301 PETALING JAYA  SELANGOR  MALAYSIA    ,address
RM22.65    ,total
KMF FOODICIOUS SDN BHD (1132106-H)    ,company
NO. 9-G  JALAN PERUBATAN 2     ,address
PANDAN INDAH  55100 KUALA LUMPUR.    ,address
2 X    ,address
31.00    ,total
09-04-2018    ,date
31.00    ,total
YONG CEN ENTERPRISE    ,company
9  JALAN SUBANG JASA 3     ,address
40150 SHAH ALAM  SELANGOR.    ,address
63.35    ,total
63.35    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINOUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
02-03-18 17:23    ,date
ENW HARDWARE CENTRE (M) SDN. BHD.    ,company
NO: G3  BLK G  JLN PJU 1A/3     ,address
ARA DAMANSARA  47301    ,address
PETALING JAYA  SELANGOR DARUL EHSAN.    ,address
10/03/2018    ,date
34.00    ,total
34.00    ,total
ENW HARDWARE CENTRE (M) SDN. BHD.    ,company
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG      ,address
43300 SERI KEMBANGAN   SELANGOR    ,address
38.80    ,total
POPULAR BOOK    ,company
CO. (M) SDN BHD    ,company
NO 8  JALAN 7/118B  DESA TUN RAZAK    ,address
56000 KUALA LUMPUR   MALAYSIA    ,address
01/03/18 12:36    ,date
4.00    ,total
AEON CO. (M) BHD. (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
88.95    ,total
28/02/2018 20:11    ,date
AEON BANDAR PUCHONG    ,address
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
31.00    ,total
31.00    ,total
31.00    ,total
09/03/2018 18:54    ,date
AEON BANDAR PUCHONG    ,address
POPULAR BOOK    ,company
CO. (M) SDN BHD    ,company
NO 8  JALAN 7/118B  DESA TUN RAZAK    ,address
56000 KUALA LUMPUR  MALAYSI .    ,address
11/03/18 16:30    ,date
5.75    ,total
5.75    ,total
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
42.50    ,total
12/03/2018 13:07    ,date
AEON BANDAR PUCHGNG    ,address
MR. D.I.Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG      ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
45.00    ,total
12-03-18 14:37 SH02 B011    ,date
TSH POWER HARDWARE    ,company
TRADING    ,company
13-1  JALAN PJU 5/10     ,address
DATARAN SUNWAY  KOTA DAMANSARA     ,address
47810  PETALING JAYA  SELANGOR    ,address
8.00 SR*    ,total
8.00    ,total
8.00    ,total
8.00    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
17-03-18 14:49 SHO1 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6      ,address
KAWASAN PERINDUSTRIAN BALAKONG      ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
10.60    ,total
18-03-18 15:12 SH01 ZJ86    ,date
DAISO JAPAN  IOI MALL    ,address
20/03/2018 7:07PM RCPT NO.18252    ,date
35.40    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
26-03-18 15:25 SHO1 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6      ,address
KAWASAN PERINDUSTRIAN BALAKONG      ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
25-03-18 18:47 SHO1 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG      ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
23-03-18 18:09 SH01 ZJ86    ,date
GOLDEN KEY MAKER    ,company
NO 5  JALAN KENARI 2     ,address
BANDAR PUCHONG JAYA     ,address
47100 PUCHONG  SELANGOR    ,address
24-MAR-2018 03:44:22 PM    ,date
2 NORMAL KEY LONG    ,address
21.00    ,total
21.00    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG      ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
24-03-18 18:02 SHO1 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
24-03-18 18:10 SH01 ZJ86    ,date
ELITETRAX MARKETING SDN BHD (616227-D)    ,company
LOT 1F-01&02 1ST FLR PARADIGM MALL     ,address
NO. 1 JALAN SS 7/26A     ,address
KELANA JAYA     ,address
47301 PETALING JAYA    ,address
60.00 S6    ,total
60.00    ,total
60.00    ,total
60.00    ,total
11.02.18 14:08    ,date
KAISON FURNISHING SDN BHD    ,company
L4-17 (B)  LEVEL 4     ,address
UP2-01  MELAWATI MALL     ,address
355  JALAN BANDAR MELAWATI     ,address
PUSAT BANDAR MELAWATI     ,address
53100 KUALA LUMPUR.    ,address
29-01-18 20:38    ,date
LEE WAH FLORIST SDN BHD    ,address
129  JALAN TUN H.S LEE     ,address
50000 KUALA LUMPUR.    ,address
374.20    ,total
ADVANCO COMPANY    ,company
COMPANY REG. NO. : 725186-V    ,company
NO 1&3  JALAN WANGSA DELIMA 12     ,address
WANGSA LINK  WANGSA MAJU     ,address
53300 KUALA LUMPUR    ,address
17/01/2018 8:08:53    ,date
29.00    ,total
29.00    ,total
29.00    ,total
29.00    ,total
29.00    ,total
29.00    ,total
ADVANCO COMPANY    ,company
COMPANY REG. NO. : 725186-V    ,company
NO 1&3  JALAN WANGSA DELIMA 12     ,address
WANGSA LINK  WANGSA MAJU     ,address
53300 KUALA LUMPUR    ,address
28/02/2018 6:02:25    ,date
10.45    ,total
SINNATHAMBY HOLDINGS    ,company
SDN. BHD.    ,company
NO.17  18 & 41  JALAN BESAR     ,address
39100 BRINCHANG     ,address
CAMERON HIGHLANDS     ,address
PAHANG    ,address
13.50    ,total
13.50    ,total
13.50    ,total
13.50    ,total
13.50    ,total
SINNATHAMBY HOLDINGS SDN. BHD. (249336-T)    ,company
NO.17 18 & 41 JALAN BESAR     ,address
39100 BRINCHANG     ,address
CAMERON HIGHLANDS     ,address
PAHANG    ,address
109.70    ,total
109.70    ,total
109.70    ,total
ADVANCO COMPANY    ,company
COMPANY REG. NO. : 725186-V    ,company
NO 1&3  JALAN WANGSA DELIMA 12     ,address
WANGSA LINK  WANGSA MAJU     ,address
53300 KUALA LUMPUR    ,address
17/01/2018 4:21:53    ,date
7.00    ,total
7.00    ,total
7.00    ,total
7.00    ,total
IKANO HANDEL SDN BHD    ,company
NO 2A JALAN COCHRANE    ,address
TAMAN MALURI    ,address
55100 KUALA LUMPUR    ,address
22.00    ,total
22.00    ,total
22.00    ,total
22.00    ,total
TRENDYMAX (M) SDN. BHD.    ,company
P6  BLOCK C  GM KLANG WHOLESALE CITY     ,address
JALAN KASUARINA 1     ,address
41200 KLANG  SELANGOR D.E.    ,address
15/01/2018 1:48:36 PM    ,date
1    ,address
1    ,address
329.10    ,total
329.10    ,total
329.10    ,total
329.10    ,total
329.10    ,total
PRINT EXPERT SDN BHD    ,company
NO 18  20  22  JALAN BUNGA TANJONG 2/16     ,address
40000 SHAH ALAM  SELANGOR    ,address
12/01/2018    ,date
100.00    ,total
PRINT EXPERT SDN BHD    ,company
NO 18  20  22  JALAN BUNGA TANJONG 2/16     ,address
40000 SHAH ALAM  SELANGOR    ,address
12/01/2018    ,date
4.25    ,total
POPULAR BOOK    ,company
CO. (M) SDN BHD    ,company
NO 8  JALAN 7/118B  DESA TUN RAZAK    ,address
56000 KUALA LUMPUR  MALAYSIA    ,address
24/01/18 16:14    ,date
NO PLASTIC BAG CAMPAI    ,address
30.10    ,total
POPULAR BOOK    ,company
CO. (M) SDN BHD    ,company
NO 8  JALAN 7/118B  DESA TUN RAZAK    ,address
56000 KUALA LUMPUR  MALAYSIA    ,address
27/02/18 21:22    ,date
41.00    ,total
POPULAR BOOK    ,company
CO. (M) SDN BHD    ,company
NO 8  JALAN 7/118B  DESA TUN RAZAK    ,address
56000 KUALA LUMPUR  MALAYSIA    ,address
05/03/18 15:02    ,date
9.90    ,total
BOON SENG PAPER SDN BHD (1248717-W)    ,company
12  JALAN BUNGA TANJUNG     ,address
2/16 SEKSYEN 2     ,address
40000 SHAH ALAM  SELANGOR    ,address
12    ,address
31.80    ,total
31.80    ,total
31.80    ,total
12    ,address
19/03/2018 1:01:43 PM    ,date
RELAIS TOTAL OULMES    ,company
AUTOROUTE RABAT MEKNES    ,address
15000 KHEMISSET    ,address
TOTAL    ,company
TOTAL FACTURE : 56.00 DH    ,company
56.00 DH    ,total
TONYMOLY VIVA CITY    ,company
UNIT L1-044B  VIVACITY MEGAMALL     ,address
JALAN WAN ALWI     ,address
93350 KUCHING  SARAWAK.    ,address
100.60    ,total
100.60    ,total
TONYMOLY VIVA CITY    ,company
UNIT L1-044B  VIVACITY MEGAMALL     ,address
JALAN WAN ALWI     ,address
93350 KUCHING  SARAWAK.    ,address
39.90    ,total
39.90    ,total
39.90    ,total
39.90    ,total
TONYMOLY VIVA CITY    ,company
UNIT L1-044B  VIVACITY MEGAMALL     ,address
JALAN WAN ALWI     ,address
93350 KUCHING  SARAWAK.    ,address
48.95    ,total
48.95    ,total
ANZEL ADVERTISING (M) SDN BHD (759765-H)    ,company
UNIT G-5B  GROUND FLOOR  WISMA UOA II     ,address
NO 21  JALAN PINANG     ,address
50450 KUALA LUMPUR  MALAYSIA    ,address
7.40    ,total
21/03/2018 09:13:31    ,date
ANZEL ADVERTISING (M) SDN BHD (759765-H)    ,company
UNIT G-5B  GROUND FLOOR  WISMA UOA II     ,address
NO 21  JALAN PINANG     ,address
50450 KUALA LUMPUR  MALAYSIA    ,address
8.50    ,total
27/03/2018 16:54:04    ,date
MR. D.I.Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
15-03-18 15:41 SH01 B019    ,date
PREMIO    ,company
PREMIO STATIONERY SDN BHD    ,company
F-G-01 JALAN SS 6/5B    ,address
DATARAN GLOMAC. KELANA JAYA    ,address
47301 PETALING JAYA. SELANGOR    ,address
25.45    ,total
Y SOON FATT S/B (81497-P)    ,company
LOT 1504  BATU 8 1/2  JALAN KLANG LAMA     ,address
46000 PETALING JAYA  SELANGOR.    ,address
362.50    ,total
362.50    ,total
9/2/2017 12:00 PM    ,date
BEMED (SP) SDN. BHD.    ,company
NO.49  JALAN DINAR G U3/G     ,address
SUBANG PERDANA     ,address
40150 SHAH ALAM  SELANGOR D.E.    ,address
02/JAN/2017 10:49:25    ,date
165.00    ,total
165.00    ,total
165.00    ,total
165.00    ,total
B & BEST RESTAURANT    ,company
NO.12 JALAN SS4C/5 PETALING JAYA    ,address
SELANGOR DARUL EHSAN    ,address
7.40    ,total
7.40    ,total
B & BEST RESTAURANT    ,company
14.85    ,total
14.85    ,total
B & BEST RESTAURANT    ,company
NO.12 JALAN SS4C/5 PETALING JAYA    ,address
SELANGOR DARUL EHSAN    ,address
7.40    ,total
7.40    ,total
OLIVE9 PHARMACY SDN BHD    ,company
69 JALAN NOVA U5/N  SEKSYEN U5 SUBANG BE    ,address
12.15    ,total
SEGI CASH & CARRY SDN. BHD.    ,company
PT17920 SEK U9  SHAH ALAM    ,address
06/04/17 11:43AM    ,date
50.45    ,total
50.45    ,total
TANJONGMAS BOOKCENTRE (PJ) SDN BHD    ,company
